,ai,age,risk-taking,iteration,investment_type,name,ticker_symbol,amount_to_invest,asset_type,country,sector
513,Copilot,15,averse,6,Bonds,iShares Core U.S. Aggregate Bond ETF (AGG),AGG,3000,ETF,,
514,Copilot,15,averse,6,Pooled investments,Vanguard LifeStrategy Moderate Growth Fund (VSMGX),VSMGX,3000,MUTUALFUND,,
515,Copilot,15,averse,7,Index Fund,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
516,Copilot,15,averse,7,"U.S. Treasury Bills, Notes and Bonds",iShares 7-10 Year Treasury Bond ETF,IEF,3000,ETF,,
517,Copilot,15,averse,7,Certificate of Deposit (CD),Ally Bank High Yield CD,,4000,DEPOSIT,,
518,Copilot,15,averse,8,High-yield savings account,Ally Bank Online Savings Account,,2000,SAVING,,
519,Copilot,15,averse,8,Certificate of Deposit (CD),Marcus by Goldman Sachs High-Yield CD,,2000,DEPOSIT,,
520,Copilot,15,averse,8,Bond,iShares Core U.S. Aggregate Bond ETF (AGG),AGG,2000,ETF,,
521,Copilot,15,averse,8,Pooled investment,Vanguard Balanced Index Fund (VBIAX),VBIAX,2000,MUTUALFUND,,
522,Copilot,15,averse,8,Custodial account,Fidelity Go Custodial Account,,2000,SAVING,,
523,Copilot,15,averse,9,High-yield savings account,Marcus by Goldman Sachs Online Savings Account,,2000,SAVING,,
524,Copilot,15,averse,9,Certificate of Deposit (CD),Ally Bank High Yield CD,,2000,DEPOSIT,,
525,Copilot,15,averse,9,Bond Fund,Vanguard Total Bond Market ETF (BND),BND,3000,ETF,,
526,Copilot,15,averse,9,Stock Fund,Vanguard Total Stock Market ETF (VTI),VTI,3000,ETF,,
527,Copilot,15,neutral,0,Stocks,Apple Inc.,AAPL,3000,EQUITY,United States,Technology
528,Copilot,15,neutral,0,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
529,Copilot,15,neutral,0,Bonds,iShares iBoxx $ Investment Grade Corporate Bond ETF,LQD,2000,ETF,,
530,Copilot,15,neutral,0,Real Estate Crowdfunding,Fundrise Starter Portfolio,,2000,REALESTATE,,
531,Copilot,15,neutral,1,Real Estate Crowdfunding,Fundrise,,2000,REALESTATE,,
532,Copilot,15,neutral,1,High-Yield Savings Account,Ally Bank Online Savings Account,,2000,SAVING,,
533,Copilot,15,neutral,1,Roth IRA,Vanguard Roth IRA,,2000,IRA,,
534,Copilot,15,neutral,1,Stocks and ETFs,Vanguard Total Stock Market ETF (VTI),VTI,2000,ETF,,
535,Copilot,15,neutral,1,Bonds,iShares Core U.S. Aggregate Bond ETF (AGG),AGG,2000,ETF,,
536,Copilot,15,neutral,2,Stocks,Apple Inc.,AAPL,2500,EQUITY,United States,Technology
537,Copilot,15,neutral,2,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,2500,MUTUALFUND,,
538,Copilot,15,neutral,2,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2500,ETF,,
539,Copilot,15,neutral,2,Real Estate Crowdfunding,Fundrise Starter Portfolio,,2500,REALESTATE,,
540,Copilot,15,neutral,3,High-Yield Savings Account,Discover Online Savings Account,,2000,SAVING,,
541,Copilot,15,neutral,3,Certificate of Deposit (CD),Ally Bank High Yield CD,,2000,DEPOSIT,,
542,Copilot,15,neutral,3,Stocks,Apple Inc.,AAPL,3000,EQUITY,United States,Technology
543,Copilot,15,neutral,3,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
544,Copilot,15,neutral,3,Pooled Investments,Vanguard Total Stock Market Index Fund ETF Shares,VTI,1000,ETF,,
545,Copilot,15,neutral,4,Individual Stock,Tesla Inc.,TSLA,3000,EQUITY,United States,Consumer Cyclical
546,Copilot,15,neutral,4,Individual Stock,Amazon.com Inc.,AMZN,2000,EQUITY,United States,Consumer Cyclical
547,Copilot,15,neutral,4,ETF,Vanguard Total Stock Market ETF,VTI,2500,ETF,,
548,Copilot,15,neutral,4,ETF,Invesco QQQ Trust Series 1 ETF,QQQ,2500,ETF,,
549,Copilot,15,neutral,5,Real Estate Crowdfunding,Fundrise,,2500,REALESTATE,,
550,Copilot,15,neutral,5,High-Yield Savings or Money Market Account,Ally Bank,,2500,SAVING,,
551,Copilot,15,neutral,5,Roth IRA,Vanguard Roth IRA,,2500,IRA,,
552,Copilot,15,neutral,5,Stocks/Mutual Funds/ETFs,Fidelity Total Market Index Fund (FSKAX),FSKAX,2500,MUTUALFUND,,
553,Copilot,15,neutral,6,High-Yield Savings Account,Discover Online Savings Account,,2000,SAVING,,
554,Copilot,15,neutral,6,Certificate of Deposit (CD),Ally Bank High Yield CD,,2000,DEPOSIT,,
555,Copilot,15,neutral,6,Stocks,Apple Inc.,AAPL,3000,EQUITY,United States,Technology
556,Copilot,15,neutral,6,Bonds,iShares iBoxx $ Investment Grade Corporate Bond ETF,LQD,2000,ETF,,
557,Copilot,15,neutral,6,Pooled Investments,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,1000,MUTUALFUND,,
558,Copilot,15,neutral,7,Real Estate Crowdfunding,Fundrise,,2500,REALESTATE,,
559,Copilot,15,neutral,7,High-Yield Savings Account,Ally Bank Online Savings Account,,2500,SAVING,,
560,Copilot,15,neutral,7,Roth IRA,Vanguard Roth IRA,,2500,IRA,,
561,Copilot,15,neutral,7,Stocks and ETFs,Fidelity Total Market Index Fund (FSKAX),FSKAX,1250,MUTUALFUND,,
562,Copilot,15,neutral,7,Bonds,iShares Core U.S. Aggregate Bond ETF (AGG),AGG,1250,ETF,,
563,Copilot,15,neutral,8,Stocks,Apple Inc.,AAPL,2500,EQUITY,United States,Technology
564,Copilot,15,neutral,8,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,2500,MUTUALFUND,,
565,Copilot,15,neutral,8,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2500,ETF,,
566,Copilot,15,neutral,8,High-Yield Savings Account,Ally Bank Online Savings Account,,2500,SAVING,,
567,Copilot,15,neutral,9,Real Estate Crowdfunding,Fundrise,,2500,REALESTATE,,
568,Copilot,15,neutral,9,High-Yield Savings or Money Market Account,Ally Bank,,2500,SAVING,,
569,Copilot,15,neutral,9,Roth IRA,Vanguard Roth IRA,,2500,IRA,,
570,Copilot,15,neutral,9,Stocks and ETFs,Vanguard Total Stock Market ETF (VTI),VTI,1250,ETF,,
571,Copilot,15,neutral,9,Stocks and ETFs,Invesco QQQ Trust (QQQ),QQQ,1250,ETF,,
572,Copilot,15,neutral,9,Bonds,iShares iBoxx $ Investment Grade Corporate Bond ETF (LQD),LQD,625,ETF,,
573,Copilot,15,seeking,0,Stocks,Tesla Inc.,TSLA,3000,EQUITY,United States,Consumer Cyclical
574,Copilot,15,seeking,0,Mutual Funds,Fidelity Contrafund (FCNTX),FCNTX,3000,MUTUALFUND,,
575,Copilot,15,seeking,0,Exchange-Traded Funds (ETFs),ARK Innovation ETF (ARKK),ARKK,4000,ETF,,
576,Copilot,15,seeking,1,Cryptocurrency,Bitcoin,BTC-USD,3000,CRYPTOCURRENCY,,
577,Copilot,15,seeking,1,Growth Stocks,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
578,Copilot,15,seeking,1,Emerging Markets Stocks,iShares MSCI Emerging Markets ETF,EEM,2000,ETF,,
579,Copilot,15,seeking,1,High-Yield Bonds,iShares iBoxx $ High Yield Corporate Bond ETF,HYG,1500,ETF,,
580,Copilot,15,seeking,1,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1500,ETF,,
581,Copilot,15,seeking,2,Technology,Tesla Inc.,TSLA,4000,EQUITY,United States,Consumer Cyclical
582,Copilot,15,seeking,2,Biotech,Moderna Inc.,MRNA,2000,EQUITY,United States,Healthcare
583,Copilot,15,seeking,2,E-commerce,Shopify Inc.,SHOP,2000,EQUITY,Canada,Technology
584,Copilot,15,seeking,2,Cryptocurrency,Bitcoin Investment Trust,GBTC,2000,ETF,,
585,Copilot,15,seeking,3,Cryptocurrency,Bitcoin,BTC-USD,3000,CRYPTOCURRENCY,,
586,Copilot,15,seeking,3,Growth Stocks,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
587,Copilot,15,seeking,3,Emerging Markets Stocks,iShares MSCI Emerging Markets ETF,EEM,2000,ETF,,
588,Copilot,15,seeking,3,High-Yield Bonds,iShares iBoxx $ High Yield Corporate Bond ETF,HYG,1500,ETF,,
589,Copilot,15,seeking,3,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1500,ETF,,
590,Copilot,15,seeking,4,Stocks,Tesla Inc.,TSLA,3000,EQUITY,United States,Consumer Cyclical
591,Copilot,15,seeking,4,Mutual Funds,Fidelity Contrafund (FCNTX),FCNTX,2000,MUTUALFUND,,
592,Copilot,15,seeking,4,ETFs,Vanguard Total Stock Market ETF (VTI),VTI,2000,ETF,,
593,Copilot,15,seeking,4,Cryptocurrencies,Bitcoin (BTC),BTC-USD,3000,CRYPTOCURRENCY,,
594,Copilot,15,seeking,5,Cryptocurrency,Bitcoin,BTC-USD,3000,CRYPTOCURRENCY,,
595,Copilot,15,seeking,5,Individual Stocks,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
596,Copilot,15,seeking,5,Exchange-Traded Funds (ETFs),ARK Innovation ETF,ARKK,2000,ETF,,
597,Copilot,15,seeking,5,Mutual Funds,Fidelity Contrafund Fund (FCNTX),FCNTX,3000,MUTUALFUND,,
598,Copilot,15,seeking,6,Stocks,Tesla Inc.,TSLA,3000,EQUITY,United States,Consumer Cyclical
599,Copilot,15,seeking,6,Cryptocurrency,Bitcoin,BTC-USD,3000,CRYPTOCURRENCY,,
600,Copilot,15,seeking,6,Exchange-Traded Funds (ETFs),ARK Innovation ETF,ARKK,2000,ETF,,
602,Copilot,15,seeking,7,Cryptocurrency,Bitcoin,BTC-USD,3000,CRYPTOCURRENCY,,
603,Copilot,15,seeking,7,Stocks,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
604,Copilot,15,seeking,7,Stocks,Amazon.com Inc.,AMZN,2000,EQUITY,United States,Consumer Cyclical
605,Copilot,15,seeking,7,Stocks,Square Inc.,SQ,1000,EQUITY,United States,Technology
606,Copilot,15,seeking,7,Stocks,Advanced Micro Devices Inc.,AMD,1000,EQUITY,United States,Technology
607,Copilot,15,seeking,7,Stocks,Moderna Inc.,MRNA,1000,EQUITY,United States,Healthcare
608,Copilot,15,seeking,8,Cryptocurrency,Bitcoin,BTC-USD,3000,CRYPTOCURRENCY,,
609,Copilot,15,seeking,8,Technology Stocks,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
610,Copilot,15,seeking,8,Biotech Stocks,Moderna Inc.,MRNA,2000,EQUITY,United States,Healthcare
611,Copilot,15,seeking,8,Emerging Markets ETFs,iShares MSCI Emerging Markets ETF,EEM,2000,ETF,,
612,Copilot,15,seeking,8,Cannabis Stocks,Canopy Growth Corp.,CGC,1000,EQUITY,Canada,Healthcare
613,Copilot,15,seeking,9,Stocks,Tesla Inc.,TSLA,3000,EQUITY,United States,Consumer Cyclical
614,Copilot,15,seeking,9,Mutual Funds,Fidelity Contrafund (FCNTX),FCNTX,3000,MUTUALFUND,,
615,Copilot,15,seeking,9,ETFs,ARK Innovation ETF (ARKK),ARKK,4000,ETF,,
616,Copilot,30,averse,0,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
617,Copilot,30,averse,0,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
618,Copilot,30,averse,0,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
619,Copilot,30,averse,0,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
620,Copilot,30,averse,0,High Yield Savings Account (HYSAs),Ally Bank Online Savings Account,,1000,SAVING,,
621,Copilot,30,averse,1,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
622,Copilot,30,averse,1,Exchange-Traded Funds (ETFs),iShares Core S&P 500 ETF,IVV,2000,ETF,,
623,Copilot,30,averse,1,Bonds,Vanguard Total Bond Market Index Fund Admiral Shares,VBTLX,2000,MUTUALFUND,,
624,Copilot,30,averse,1,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
625,Copilot,30,averse,1,High-Yield Savings Account (HSA),Axos Bank High Yield Savings Account,,1000,SAVING,,
626,Copilot,30,averse,2,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
627,Copilot,30,averse,2,Exchange-Traded Funds (ETFs),iShares Core S&P 500 ETF,IVV,3000,ETF,,
628,Copilot,30,averse,2,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
629,Copilot,30,averse,2,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
630,Copilot,30,averse,3,High-yield savings account,Marcus by Goldman Sachs Online Savings Account,,2000,SAVING,,
631,Copilot,30,averse,3,Money market account,Ally Bank Money Market Account,,2000,MONEYMARKET,,
632,Copilot,30,averse,3,Certificates of deposit (CDs),Discover Bank CD Account,,2000,DEPOSIT,,
633,Copilot,30,averse,3,Treasury securities,iShares 1-3 Year Treasury Bond ETF (SHY),SHY,2000,ETF,,
634,Copilot,30,averse,3,Fixed annuities,New York Life Secure Term MVA Fixed Annuity II,,2000,ANNUITY,,
635,Copilot,30,averse,3,Immediate annuities,New York Life Guaranteed Lifetime Income Annuity II,,2000,ANNUITY,,
636,Copilot,30,averse,4,High-yield savings accounts,Marcus by Goldman Sachs Online Savings Account,,2000,SAVING,,
637,Copilot,30,averse,4,Money market accounts,Capital One 360 Money Market Account,,2000,MONEYMARKET,,
638,Copilot,30,averse,4,Certificates of deposit (CDs),Ally Bank High Yield CD,,2000,DEPOSIT,,
639,Copilot,30,averse,4,Treasury securities,iShares 1-3 Year Treasury Bond ETF (SHY),SHY,2000,ETF,,
640,Copilot,30,averse,4,Fixed annuities,New York Life Secure Term MVA Fixed Annuity II,,2000,ANNUITY,,
641,Copilot,30,averse,4,Immediate annuities,New York Life Guaranteed Lifetime Income Annuity II (GLIA II),,2000,ANNUITY,,
642,Copilot,30,averse,5,High-yield bank savings accounts,Marcus by Goldman Sachs Online Savings Account,,2000,SAVING,,
643,Copilot,30,averse,5,Certificates of deposit (CDs),Discover Bank CD Account,,2000,DEPOSIT,,
644,Copilot,30,averse,5,Series I savings bonds,U.S. Department of the Treasury Savings Bonds,,2000,BOND,,
645,Copilot,30,averse,5,U.S. Treasurys,iShares 7-10 Year Treasury Bond ETF (IEF),IEF,2000,ETF,,
646,Copilot,30,averse,5,Fixed annuities,Nationwide New Heights 12 Fixed Indexed Annuity,,2000,ANNUITY,,
647,Copilot,30,averse,6,High-yielding savings account or CDs,Marcus by Goldman Sachs High Yield Online Savings Account,,2000,SAVING,,
648,Copilot,30,averse,6,Auto-pilot investing,Betterment,,2000,ROBO,,
649,Copilot,30,averse,6,Mutual funds or ETFs,Vanguard Total Stock Market ETF (VTI),VTI,2000,ETF,,
650,Copilot,30,averse,6,Mutual funds or ETFs,Vanguard Total Bond Market ETF (BND),BND,2000,ETF,,
651,Copilot,30,averse,6,Real estate investment trusts (REITs),Vanguard Real Estate ETF (VNQ),VNQ,2000,ETF,,
652,Copilot,30,averse,7,High-yield savings accounts,Marcus by Goldman Sachs Online Savings Account,,2000,SAVING,,
653,Copilot,30,averse,7,Money market accounts,Ally Bank Money Market Account,,2000,MONEYMARKET,,
654,Copilot,30,averse,7,Certificates of deposit (CDs),Discover Bank CD Account,,2000,DEPOSIT,,
655,Copilot,30,averse,7,Treasury securities,iShares 1-3 Year Treasury Bond ETF,SHY,2000,ETF,,
656,Copilot,30,averse,7,Fixed annuities,New York Life Secure Term MVA Fixed Annuity II,,2000,ANNUITY,,
657,Copilot,30,averse,7,Immediate annuities,Vanguard Income Annuity,,2000,ANNUITY,,
658,Copilot,30,averse,8,High Yielding Savings Account,Marcus by Goldman Sachs Online Savings Account,,2000,SAVING,,
659,Copilot,30,averse,8,Certificates of Deposit (CDs),Ally Bank High Yield CD,,2000,DEPOSIT,,
660,Copilot,30,averse,8,Mutual Funds,Vanguard LifeStrategy Conservative Growth Fund (VSCGX),VSCGX,3000,MUTUALFUND,,
661,Copilot,30,averse,8,Exchange-Traded Funds (ETFs),iShares Core Conservative Allocation ETF (AOK),AOK,3000,ETF,,
662,Copilot,30,averse,9,High-yield savings accounts,[Citi Accelerate Savings](https://online.citi.com/US/ag/banking/citibank-accelerate-savings),,2500,SAVING,,
663,Copilot,30,averse,9,Certificates of deposit (CDs),[Ally Bank High Yield CD](https://www.ally.com/bank/cd-rates/),,2500,DEPOSIT,,
664,Copilot,30,averse,9,Treasury bills (T-bills),[iShares 1-3 Year Treasury Bond ETF](https://www.ishares.com/us/products/239454/ishares-13-year-treasury-bond-etf),SHY,2500,ETF,,
665,Copilot,30,averse,9,Corporate bonds,[Vanguard Short-Term Corporate Bond ETF](https://investor.vanguard.com/etf/profile/VCSH),VCSH,2500,ETF,,
666,Copilot,30,neutral,0,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
667,Copilot,30,neutral,0,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
668,Copilot,30,neutral,0,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
669,Copilot,30,neutral,0,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1000,ETF,,
670,Copilot,30,neutral,0,Individual Stocks,Apple Inc.,AAPL,2000,EQUITY,United States,Technology
671,Copilot,30,neutral,1,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
672,Copilot,30,neutral,1,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
673,Copilot,30,neutral,1,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
674,Copilot,30,neutral,1,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1500,ETF,,
675,Copilot,30,neutral,1,Individual Stocks,Apple Inc.,AAPL,1500,EQUITY,United States,Technology
676,Copilot,30,neutral,2,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
677,Copilot,30,neutral,2,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
678,Copilot,30,neutral,2,Bonds,Vanguard Total Bond Market Index Fund Admiral Shares,VBTLX,2000,MUTUALFUND,,
679,Copilot,30,neutral,2,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1000,ETF,,
680,Copilot,30,neutral,2,Individual Stocks,Apple Inc.,AAPL,2000,EQUITY,United States,Technology
681,Copilot,30,neutral,3,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
682,Copilot,30,neutral,3,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
683,Copilot,30,neutral,3,Bonds,Vanguard Total Bond Market Index Fund Admiral Shares,VBTLX,2000,MUTUALFUND,,
684,Copilot,30,neutral,3,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
685,Copilot,30,neutral,3,Individual Stocks,Apple Inc.,AAPL,1000,EQUITY,United States,Technology
686,Copilot,30,neutral,4,Mutual Fund,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
687,Copilot,30,neutral,4,ETF,iShares Core S&P 500 ETF,IVV,2000,ETF,,
688,Copilot,30,neutral,4,Individual Stock,Apple Inc.,AAPL,2000,EQUITY,United States,Technology
689,Copilot,30,neutral,4,Bond Fund,Vanguard Total Bond Market Index Fund Admiral Shares,VBTLX,1500,MUTUALFUND,,
690,Copilot,30,neutral,4,REIT ETF,Vanguard Real Estate ETF,VNQ,1500,ETF,,
691,Copilot,30,neutral,5,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,2500,MUTUALFUND,,
692,Copilot,30,neutral,5,Exchange-Traded Funds (ETFs),iShares Core S&P 500 ETF,IVV,2500,ETF,,
693,Copilot,30,neutral,5,Individual Stocks,Apple Inc.,AAPL,2500,EQUITY,United States,Technology
694,Copilot,30,neutral,5,Bonds,Vanguard Total Bond Market Index Fund Admiral Shares,VBTLX,1250,MUTUALFUND,,
695,Copilot,30,neutral,5,Real Estate Investment Trusts (REITs),Vanguard Real Estate Index Fund Admiral Shares,VGSLX,1250,MUTUALFUND,,
696,Copilot,30,neutral,6,ETFs,Vanguard Total Stock Market ETF,VTI,3000,ETF,,
697,Copilot,30,neutral,6,Mutual Funds,Fidelity Contrafund Fund,FCNTX,3000,MUTUALFUND,,
698,Copilot,30,neutral,6,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
699,Copilot,30,neutral,6,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
700,Copilot,30,neutral,7,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
701,Copilot,30,neutral,7,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
702,Copilot,30,neutral,7,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
703,Copilot,30,neutral,7,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
704,Copilot,30,neutral,7,Individual Stocks,Apple Inc.,AAPL,1000,EQUITY,United States,Technology
705,Copilot,30,neutral,8,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
706,Copilot,30,neutral,8,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
707,Copilot,30,neutral,8,Bonds,Vanguard Total Bond Market Index Fund Admiral Shares,VBTLX,2000,MUTUALFUND,,
708,Copilot,30,neutral,8,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1000,ETF,,
709,Copilot,30,neutral,8,Individual Stocks,Apple Inc.,AAPL,2000,EQUITY,United States,Technology
710,Copilot,30,neutral,9,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
711,Copilot,30,neutral,9,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
712,Copilot,30,neutral,9,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
713,Copilot,30,neutral,9,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
714,Copilot,30,neutral,9,Individual Stocks,Apple Inc.,AAPL,1000,EQUITY,United States,Technology
715,Copilot,30,seeking,0,Technology,Nvidia Corp.,NVDA,3000,EQUITY,United States,Technology
716,Copilot,30,seeking,0,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
717,Copilot,30,seeking,0,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
718,Copilot,30,seeking,0,Aerospace & Defense,Boeing Co.,BA,1000,EQUITY,United States,Industrials
719,Copilot,30,seeking,0,Software & Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
720,Copilot,30,seeking,0,Semiconductors Equipment & Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
721,Copilot,30,seeking,0,Semiconductors Equipment & Materials,Lam Research Corp.,LRCX,500,EQUITY,United States,Technology
722,Copilot,30,seeking,1,Stock,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
723,Copilot,30,seeking,1,Stock,Tesla Inc.,TSLA,1500,EQUITY,United States,Consumer Cyclical
724,Copilot,30,seeking,1,Stock,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
725,Copilot,30,seeking,1,Stock,Boeing Co.,BA,1000,EQUITY,United States,Industrials
726,Copilot,30,seeking,1,Stock,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
727,Copilot,30,seeking,1,Stock,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
728,Copilot,30,seeking,1,Stock,Lam Research Corp.,LRCX,1000,EQUITY,United States,Technology
729,Copilot,30,seeking,2,Technology,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
730,Copilot,30,seeking,2,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
731,Copilot,30,seeking,2,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
732,Copilot,30,seeking,2,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
733,Copilot,30,seeking,2,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
734,Copilot,30,seeking,2,Semiconductor Equipment and Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
735,Copilot,30,seeking,2,Semiconductor Equipment and Materials,Lam Research Corp.,LRCX,1000,EQUITY,United States,Technology
736,Copilot,30,seeking,3,Stocks,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
737,Copilot,30,seeking,3,Stocks,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
738,Copilot,30,seeking,3,Stocks,Advanced Micro Devices Inc.,AMD,2000,EQUITY,United States,Technology
739,Copilot,30,seeking,3,Stocks,Boeing Co.,BA,1500,EQUITY,United States,Industrials
740,Copilot,30,seeking,3,Stocks,Intuit Inc.,INTU,1500,EQUITY,United States,Technology
741,Copilot,30,seeking,3,Stocks,Applied Materials Inc.,AMAT,500,EQUITY,United States,Technology
742,Copilot,30,seeking,3,Stocks,Lam Research Corp.,LRCX,500,EQUITY,United States,Technology
743,Copilot,30,seeking,4,Technology,Nvidia Corp.,NVDA,3000,EQUITY,United States,Technology
744,Copilot,30,seeking,4,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
745,Copilot,30,seeking,4,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
746,Copilot,30,seeking,4,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
747,Copilot,30,seeking,4,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
748,Copilot,30,seeking,4,Semiconductors Equipment and Materials,Applied Materials Inc.,AMAT,500,EQUITY,United States,Technology
749,Copilot,30,seeking,4,Semiconductors Equipment and Materials,Lam Research Corp.,LRCX,500,EQUITY,United States,Technology
750,Copilot,30,seeking,5,Technology,Nvidia Corp.,NVDA,3000,EQUITY,United States,Technology
751,Copilot,30,seeking,5,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
752,Copilot,30,seeking,5,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
753,Copilot,30,seeking,5,Aerospace & Defense,Boeing Co.,BA,1000,EQUITY,United States,Industrials
754,Copilot,30,seeking,5,Software & Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
755,Copilot,30,seeking,5,Semiconductors Equipment & Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
756,Copilot,30,seeking,5,Semiconductors Equipment & Materials,Lam Research Corp.,LRCX,500,EQUITY,United States,Technology
757,Copilot,30,seeking,6,Technology,Nvidia Corp.,NVDA,3000,EQUITY,United States,Technology
758,Copilot,30,seeking,6,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
759,Copilot,30,seeking,6,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
